F1,nobail_no,F3,F4,prefix,F5
26186,1001027186,6,4,100,5
26187,1001027187,6,4,100,5
26188,1001027188,6,4,100,5
26189,1001027189,6,4,100,5
26190,1001027190,6,4,100,5
26191,1001027191,6,4,100,5
26192,1001027192,6,4,100,5
26193,1001027193,6,4,100,5
26194,1001027194,6,4,100,5
26195,1001027195,6,4,100,5
26196,1001027196,6,4,100,5
26197,1001027197,6,4,100,5
26198,1001027198,6,4,100,5
26199,1001027199,6,4,100,5
26200,1001027200,6,4,100,5
26201,1001027201,6,4,100,5
26202,1001027202,6,4,100,5
26203,1001027203,6,4,100,5
26204,1001027204,6,4,100,5
26205,1001027205,6,4,100,5
26206,1001027206,6,4,100,5
26207,1001027207,6,4,100,5
26208,1001027208,6,4,100,5
26209,1001027209,6,4,100,5
26210,1001027210,6,4,100,5
26211,1001027211,6,4,100,5
26212,1001027212,6,4,100,5
26213,1001027213,6,4,100,5
26214,1001027214,6,4,100,5
26215,1001027215,6,4,100,5
26216,1001027216,6,4,100,5
26217,1001027217,6,4,100,5
26218,1001027218,6,4,100,5
26219,1001027219,6,4,100,5
26220,1001027220,6,4,100,5
26221,1001027221,6,4,100,5
26222,1001027222,6,4,100,5
26223,1001027223,6,4,100,5
26224,1001027224,6,4,100,5
26225,1001027225,6,4,100,5
26226,1001027226,6,4,100,5
26227,1001027227,6,4,100,5
26228,1001027228,6,4,100,5
26229,1001027229,6,4,100,5
26230,1001027230,6,4,100,5
26231,1001027231,6,4,100,5
26232,1001027232,6,4,100,5
26233,1001027233,6,4,100,5
26234,1001027234,6,4,100,5
26235,1001027235,6,4,100,5
26236,1001027236,6,4,100,5
26237,1001027237,6,4,100,5
26238,1001027238,6,4,100,5
26239,1001027239,6,4,100,5
26240,1001027240,6,4,100,5
26241,1001027241,6,4,100,5
26242,1001027242,6,4,100,5
26243,1001027243,6,4,100,5
26244,1001027244,6,4,100,5
26245,1001027245,6,4,100,5
26246,1001027246,6,4,100,5
26247,1001027247,6,4,100,5
26248,1001027248,6,4,100,5
26249,1001027249,6,4,100,5
26250,1001027250,6,4,100,5
26251,1001027251,6,4,100,5
26252,1001027252,6,4,100,5
26253,1001027253,6,4,100,5
26254,1001027254,6,4,100,5
26255,1001027255,6,4,100,5
26256,1001027256,6,4,100,5
26257,1001027257,6,4,100,5
26258,1001027258,6,4,100,5
26259,1001027259,6,4,100,5
26260,1001027260,6,4,100,5
26261,1001027261,6,4,100,5
26262,1001027262,6,4,100,5
26263,1001027263,6,4,100,5
26264,1001027264,6,4,100,5
26265,1001027265,6,4,100,5
26266,1001027266,6,4,100,5
26267,1001027267,6,4,100,5
26268,1001027268,6,4,100,5
26269,1001027269,6,4,100,5
26270,1001027270,6,4,100,5
26271,1001027271,6,4,100,5
26272,1001027272,6,4,100,5
26273,1001027273,6,4,100,5
26274,1001027274,6,4,100,5
26275,1001027275,6,4,100,5
26276,1001027276,6,4,100,5
26277,1001027277,6,4,100,5
26278,1001027278,6,4,100,5
26279,1001027279,6,4,100,5
26280,1001027280,6,4,100,5
26281,1001027281,6,4,100,5
26282,1001027282,6,4,100,5
26283,1001027283,6,4,100,5
26284,1001027284,6,4,100,5
26285,1001027285,6,4,100,5
26286,1001027286,6,4,100,5
26287,1001027287,6,4,100,5
26288,1001027288,6,4,100,5
26289,1001027289,6,4,100,5
26290,1001027290,6,4,100,5
26291,1001027291,6,4,100,5
26292,1001027292,6,4,100,5
26293,1001027293,6,4,100,5
26294,1001027294,6,4,100,5
26295,1001027295,6,4,100,5
26296,1001027296,6,4,100,5
26297,1001027297,6,4,100,5
26298,1001027298,6,4,100,5
26299,1001027299,6,4,100,5
26300,1001027300,6,4,100,5
26301,1001027301,6,4,100,5
26302,1001027302,6,4,100,5
26303,1001027303,6,4,100,5
26304,1001027304,6,4,100,5
26305,1001027305,6,4,100,5
26306,1001027306,6,4,100,5
26307,1001027307,6,4,100,5
26308,1001027308,6,4,100,5
26309,1001027309,6,4,100,5
26310,1001027310,6,4,100,5
26311,1001027311,6,4,100,5
26312,1001027312,6,4,100,5
26313,1001027313,6,4,100,5
26314,1001027314,6,4,100,5
26315,1001027315,6,4,100,5
26316,1001027316,6,4,100,5
26317,1001027317,6,4,100,5
26318,1001027318,6,4,100,5
26319,1001027319,6,4,100,5
26320,1001027320,6,4,100,5
26321,1001027321,6,4,100,5
26322,1001027322,6,4,100,5
26323,1001027323,6,4,100,5
26324,1001027324,6,4,100,5
26325,1001027325,6,4,100,5
26326,1001027326,6,4,100,5
26327,1001027327,6,4,100,5
26328,1001027328,6,4,100,5
26329,1001027329,6,4,100,5
26330,1001027330,6,4,100,5
26331,1001027331,6,4,100,5
26332,1001027332,6,4,100,5
26333,1001027333,6,4,100,5
26334,1001027334,6,4,100,5
26335,1001027335,6,4,100,5
26336,1001027336,6,4,100,5
26337,1001027337,6,4,100,5
26338,1001027338,6,4,100,5
26339,1001027339,6,4,100,5
26340,1001027340,6,4,100,5
26341,1001027341,6,4,100,5
26342,1001027342,6,4,100,5
26343,1001027343,6,4,100,5
26344,1001027344,6,4,100,5
26345,1001027345,6,4,100,5
26346,1001027346,6,4,100,5
26347,1001027347,6,4,100,5
26348,1001027348,6,4,100,5
26349,1001027349,6,4,100,5
26350,1001027350,6,4,100,5
26351,1001027351,6,4,100,5
26352,1001027352,6,4,100,5
26353,1001027353,6,4,100,5
26354,1001027354,6,4,100,5
26355,1001027355,6,4,100,5
26356,1001027356,6,4,100,5
26357,1001027357,6,4,100,5
26358,1001027358,6,4,100,5
26359,1001027359,6,4,100,5
26360,1001027360,6,4,100,5
26361,1001027361,6,4,100,5
26362,1001027362,6,4,100,5
26363,1001027363,6,4,100,5
26364,1001027364,6,4,100,5
26365,1001027365,6,4,100,5
26366,1001027366,6,4,100,5
26367,1001027367,6,4,100,5
26368,1001027368,6,4,100,5
26369,1001027369,6,4,100,5
26370,1001027370,6,4,100,5
26371,1001027371,6,4,100,5
26372,1001027372,6,4,100,5
26373,1001027373,6,4,100,5
26374,1001027374,6,4,100,5
26375,1001027375,6,4,100,5
26376,1001027376,6,4,100,5
26377,1001027377,6,4,100,5
26378,1001027378,6,4,100,5
26379,1001027379,6,4,100,5
26380,1001027380,6,4,100,5
26381,1001027381,6,4,100,5
26382,1001027382,6,4,100,5
26383,1001027383,6,4,100,5
26384,1001027384,6,4,100,5
26385,1001027385,6,4,100,5
26386,1001027386,6,4,100,5
26387,1001027387,6,4,100,5
26388,1001027388,6,4,100,5
26389,1001027389,6,4,100,5
26390,1001027390,6,4,100,5
26391,1001027391,6,4,100,5
26392,1001027392,6,4,100,5
26393,1001027393,6,4,100,5
26394,1001027394,6,4,100,5
26395,1001027395,6,4,100,5
26396,1001027396,6,4,100,5
26397,1001027397,6,4,100,5
26398,1001027398,6,4,100,5
26399,1001027399,6,4,100,5
26400,1001027400,6,4,100,5
26401,1001027401,6,4,100,5
26402,1001027402,6,4,100,5
26403,1001027403,6,4,100,5
26404,1001027404,6,4,100,5
26405,1001027405,6,4,100,5
26406,1001027406,6,4,100,5
26407,1001027407,6,4,100,5
26408,1001027408,6,4,100,5
26409,1001027409,6,4,100,5
26410,1001027410,6,4,100,5
26411,1001027411,6,4,100,5
26412,1001027412,6,4,100,5
26413,1001027413,6,4,100,5
26414,1001027414,6,4,100,5
26415,1001027415,6,4,100,5
26416,1001027416,6,4,100,5
26417,1001027417,6,4,100,5
26418,1001027418,6,4,100,5
26419,1001027419,6,4,100,5
26420,1001027420,6,4,100,5
26421,1001027421,6,4,100,5
26422,1001027422,6,4,100,5
26423,1001027423,6,4,100,5
26424,1001027424,6,4,100,5
26425,1001027425,6,4,100,5
26426,1001027426,6,4,100,5
26427,1001027427,6,4,100,5
26428,1001027428,6,4,100,5
26429,1001027429,6,4,100,5
26430,1001027430,6,4,100,5
26431,1001027431,6,4,100,5
26432,1001027432,6,4,100,5
26433,1001027433,6,4,100,5
26434,1001027434,6,4,100,5
26435,1001027435,6,4,100,5
26436,1001027436,6,4,100,5
26437,1001027437,6,4,100,5
26438,1001027438,6,4,100,5
26439,1001027439,6,4,100,5
26440,1001027440,6,4,100,5
26441,1001027441,6,4,100,5
26442,1001027442,6,4,100,5
26443,1001027443,6,4,100,5
26444,1001027444,6,4,100,5
26445,1001027445,6,4,100,5
26446,1001027446,6,4,100,5
26447,1001027447,6,4,100,5
26448,1001027448,6,4,100,5
26449,1001027449,6,4,100,5
26450,1001027450,6,4,100,5
26451,1001027451,6,4,100,5
26452,1001027452,6,4,100,5
26453,1001027453,6,4,100,5
26454,1001027454,6,4,100,5
26455,1001027455,6,4,100,5
26456,1001027456,6,4,100,5
26457,1001027457,6,4,100,5
26458,1001027458,6,4,100,5
26459,1001027459,6,4,100,5
26460,1001027460,6,4,100,5
26461,1001027461,6,4,100,5
26462,1001027462,6,4,100,5
26463,1001027463,6,4,100,5
26464,1001027464,6,4,100,5
26465,1001027465,6,4,100,5
26466,1001027466,6,4,100,5
26467,1001027467,6,4,100,5
26468,1001027468,6,4,100,5
26469,1001027469,6,4,100,5
26470,1001027470,6,4,100,5
26471,1001027471,6,4,100,5
26472,1001027472,6,4,100,5
26473,1001027473,6,4,100,5
26474,1001027474,6,4,100,5
26475,1001027475,6,4,100,5
26476,1001027476,6,4,100,5
26477,1001027477,6,4,100,5
26478,1001027478,6,4,100,5
26479,1001027479,6,4,100,5
26480,1001027480,6,4,100,5
26481,1001027481,6,4,100,5
26482,1001027482,6,4,100,5
26483,1001027483,6,4,100,5
26484,1001027484,6,4,100,5
26485,1001027485,6,4,100,5
26486,1001027486,6,4,100,5
26487,1001027487,6,4,100,5
26488,1001027488,6,4,100,5
26489,1001027489,6,4,100,5
26490,1001027490,6,4,100,5
26491,1001027491,6,4,100,5
26492,1001027492,6,4,100,5
26493,1001027493,6,4,100,5
26494,1001027494,6,4,100,5
26495,1001027495,6,4,100,5
26496,1001027496,6,4,100,5
26497,1001027497,6,4,100,5
26498,1001027498,6,4,100,5
26499,1001027499,6,4,100,5
26500,1001027500,6,4,100,5
26501,1001027501,6,4,100,5
26502,1001027502,6,4,100,5
26503,1001027503,6,4,100,5
26504,1001027504,6,4,100,5
26505,1001027505,6,4,100,5
26506,1001027506,6,4,100,5
26507,1001027507,6,4,100,5
26508,1001027508,6,4,100,5
26509,1001027509,6,4,100,5
26510,1001027510,6,4,100,5
26511,1001027511,6,4,100,5
26512,1001027512,6,4,100,5
26513,1001027513,6,4,100,5
26514,1001027514,6,4,100,5
26515,1001027515,6,4,100,5
26516,1001027516,6,4,100,5
26517,1001027517,6,4,100,5
26518,1001027518,6,4,100,5
26519,1001027519,6,4,100,5
26520,1001027520,6,4,100,5
26521,1001027521,6,4,100,5
26522,1001027522,6,4,100,5
26523,1001027523,6,4,100,5
26524,1001027524,6,4,100,5
26525,1001027525,6,4,100,5
26526,1001027526,6,4,100,5
26527,1001027527,6,4,100,5
26528,1001027528,6,4,100,5
26529,1001027529,6,4,100,5
26530,1001027530,6,4,100,5
26531,1001027531,6,4,100,5
26532,1001027532,6,4,100,5
26533,1001027533,6,4,100,5
26534,1001027534,6,4,100,5
26535,1001027535,6,4,100,5
26536,1001027536,6,4,100,5
26537,1001027537,6,4,100,5
26538,1001027538,6,4,100,5
26539,1001027539,6,4,100,5
26540,1001027540,6,4,100,5
26541,1001027541,6,4,100,5
26542,1001027542,6,4,100,5
26543,1001027543,6,4,100,5
26544,1001027544,6,4,100,5
26545,1001027545,6,4,100,5
26546,1001027546,6,4,100,5
26547,1001027547,6,4,100,5
26548,1001027548,6,4,100,5
26549,1001027549,6,4,100,5
26550,1001027550,6,4,100,5
26551,1001027551,6,4,100,5
26552,1001027552,6,4,100,5
26553,1001027553,6,4,100,5
26554,1001027554,6,4,100,5
26555,1001027555,6,4,100,5
26556,1001027556,6,4,100,5
26557,1001027557,6,4,100,5
26558,1001027558,6,4,100,5
26559,1001027559,6,4,100,5
26560,1001027560,6,4,100,5
26561,1001027561,6,4,100,5
26562,1001027562,6,4,100,5
26563,1001027563,6,4,100,5
26564,1001027564,6,4,100,5
26565,1001027565,6,4,100,5
26566,1001027566,6,4,100,5
26567,1001027567,6,4,100,5
26568,1001027568,6,4,100,5
26569,1001027569,6,4,100,5
26570,1001027570,6,4,100,5
26571,1001027571,6,4,100,5
26572,1001027572,6,4,100,5
26573,1001027573,6,4,100,5
26574,1001027574,6,4,100,5
26575,1001027575,6,4,100,5
26576,1001027576,6,4,100,5
26577,1001027577,6,4,100,5
26578,1001027578,6,4,100,5
26579,1001027579,6,4,100,5
26580,1001027580,6,4,100,5
26581,1001027581,6,4,100,5
26582,1001027582,6,4,100,5
26583,1001027583,6,4,100,5
26584,1001027584,6,4,100,5
26585,1001027585,6,4,100,5
26586,1001027586,6,4,100,5
26587,1001027587,6,4,100,5
26588,1001027588,6,4,100,5
26589,1001027589,6,4,100,5
26590,1001027590,6,4,100,5
26591,1001027591,6,4,100,5
26592,1001027592,6,4,100,5
26593,1001027593,6,4,100,5
26594,1001027594,6,4,100,5
26595,1001027595,6,4,100,5
26596,1001027596,6,4,100,5
26597,1001027597,6,4,100,5
26598,1001027598,6,4,100,5
26599,1001027599,6,4,100,5
26600,1001027600,6,4,100,5
26601,1001027601,6,4,100,5
26602,1001027602,6,4,100,5
26603,1001027603,6,4,100,5
26604,1001027604,6,4,100,5
26605,1001027605,6,4,100,5
26606,1001027606,6,4,100,5
26607,1001027607,6,4,100,5
26608,1001027608,6,4,100,5
26609,1001027609,6,4,100,5
26610,1001027610,6,4,100,5
26611,1001027611,6,4,100,5
26612,1001027612,6,4,100,5
26613,1001027613,6,4,100,5
26614,1001027614,6,4,100,5
26615,1001027615,6,4,100,5
26616,1001027616,6,4,100,5
26617,1001027617,6,4,100,5
26618,1001027618,6,4,100,5
26619,1001027619,6,4,100,5
26620,1001027620,6,4,100,5
26621,1001027621,6,4,100,5
26622,1001027622,6,4,100,5
26623,1001027623,6,4,100,5
26624,1001027624,6,4,100,5
26625,1001027625,6,4,100,5
26626,1001027626,6,4,100,5
26627,1001027627,6,4,100,5
26628,1001027628,6,4,100,5
26629,1001027629,6,4,100,5
26630,1001027630,6,4,100,5
26631,1001027631,6,4,100,5
26632,1001027632,6,4,100,5
26633,1001027633,6,4,100,5
26634,1001027634,6,4,100,5
26635,1001027635,6,4,100,5
26636,1001027636,6,4,100,5
26637,1001027637,6,4,100,5
26638,1001027638,6,4,100,5
26639,1001027639,6,4,100,5
26640,1001027640,6,4,100,5
26641,1001027641,6,4,100,5
26642,1001027642,6,4,100,5
26643,1001027643,6,4,100,5
26644,1001027644,6,4,100,5
26645,1001027645,6,4,100,5
26646,1001027646,6,4,100,5
26647,1001027647,6,4,100,5
26648,1001027648,6,4,100,5
26649,1001027649,6,4,100,5
26650,1001027650,6,4,100,5
26651,1001027651,6,4,100,5
26652,1001027652,6,4,100,5
26653,1001027653,6,4,100,5
26654,1001027654,6,4,100,5
26655,1001027655,6,4,100,5
26656,1001027656,6,4,100,5
26657,1001027657,6,4,100,5
26658,1001027658,6,4,100,5
26659,1001027659,6,4,100,5
26660,1001027660,6,4,100,5
26661,1001027661,6,4,100,5
26662,1001027662,6,4,100,5
26663,1001027663,6,4,100,5
26664,1001027664,6,4,100,5
26665,1001027665,6,4,100,5
26666,1001027666,6,4,100,5
26667,1001027667,6,4,100,5
26668,1001027668,6,4,100,5
26669,1001027669,6,4,100,5
26670,1001027670,6,4,100,5
26671,1001027671,6,4,100,5
26672,1001027672,6,4,100,5
26673,1001027673,6,4,100,5
26674,1001027674,6,4,100,5
26675,1001027675,6,4,100,5
26676,1001027676,6,4,100,5
26677,1001027677,6,4,100,5
26678,1001027678,6,4,100,5
26679,1001027679,6,4,100,5
26680,1001027680,6,4,100,5
26681,1001027681,6,4,100,5
26682,1001027682,6,4,100,5
26683,1001027683,6,4,100,5
26684,1001027684,6,4,100,5
26685,1001027685,6,4,100,5
26686,1001027686,6,4,100,5
26687,1001027687,6,4,100,5
26688,1001027688,6,4,100,5
26689,1001027689,6,4,100,5
26690,1001027690,6,4,100,5
26691,1001027691,6,4,100,5
26692,1001027692,6,4,100,5
26693,1001027693,6,4,100,5
26694,1001027694,6,4,100,5
26695,1001027695,6,4,100,5
26696,1001027696,6,4,100,5
26697,1001027697,6,4,100,5
26698,1001027698,6,4,100,5
26699,1001027699,6,4,100,5
26700,1001027700,6,4,100,5
26701,1001027701,6,4,100,5
26702,1001027702,6,4,100,5
26703,1001027703,6,4,100,5
26704,1001027704,6,4,100,5
26705,1001027705,6,4,100,5
26706,1001027706,6,4,100,5
26707,1001027707,6,4,100,5
26708,1001027708,6,4,100,5
26709,1001027709,6,4,100,5
26710,1001027710,6,4,100,5
26711,1001027711,6,4,100,5
26712,1001027712,6,4,100,5
26713,1001027713,6,4,100,5
26714,1001027714,6,4,100,5
26715,1001027715,6,4,100,5
26716,1001027716,6,4,100,5
26717,1001027717,6,4,100,5
26718,1001027718,6,4,100,5
26719,1001027719,6,4,100,5
26720,1001027720,6,4,100,5
26721,1001027721,6,4,100,5
26722,1001027722,6,4,100,5
26723,1001027723,6,4,100,5
26724,1001027724,6,4,100,5
26725,1001027725,6,4,100,5
26726,1001027726,6,4,100,5
26727,1001027727,6,4,100,5
26728,1001027728,6,4,100,5
26729,1001027729,6,4,100,5
26730,1001027730,6,4,100,5
26731,1001027731,6,4,100,5
26732,1001027732,6,4,100,5
26733,1001027733,6,4,100,5
26734,1001027734,6,4,100,5
26735,1001027735,6,4,100,5
26736,1001027736,6,4,100,5
26737,1001027737,6,4,100,5
26738,1001027738,6,4,100,5
26739,1001027739,6,4,100,5
26740,1001027740,6,4,100,5
26741,1001027741,6,4,100,5
26742,1001027742,6,4,100,5
26743,1001027743,6,4,100,5
26744,1001027744,6,4,100,5
26745,1001027745,6,4,100,5
26746,1001027746,6,4,100,5
26747,1001027747,6,4,100,5
26748,1001027748,6,4,100,5
26749,1001027749,6,4,100,5
26750,1001027750,6,4,100,5
26751,1001027751,6,4,100,5
26752,1001027752,6,4,100,5
26753,1001027753,6,4,100,5
26754,1001027754,6,4,100,5
26755,1001027755,6,4,100,5
26756,1001027756,6,4,100,5
26757,1001027757,6,4,100,5
26758,1001027758,6,4,100,5
26759,1001027759,6,4,100,5
26760,1001027760,6,4,100,5
26761,1001027761,6,4,100,5
26762,1001027762,6,4,100,5
26763,1001027763,6,4,100,5
26764,1001027764,6,4,100,5
26765,1001027765,6,4,100,5
26766,1001027766,6,4,100,5
26767,1001027767,6,4,100,5
26768,1001027768,6,4,100,5
26769,1001027769,6,4,100,5
26770,1001027770,6,4,100,5
26771,1001027771,6,4,100,5
26772,1001027772,6,4,100,5
26773,1001027773,6,4,100,5
26774,1001027774,6,4,100,5
26775,1001027775,6,4,100,5
26776,1001027776,6,4,100,5
26777,1001027777,6,4,100,5
26778,1001027778,6,4,100,5
26779,1001027779,6,4,100,5
26780,1001027780,6,4,100,5
26781,1001027781,6,4,100,5
26782,1001027782,6,4,100,5
26783,1001027783,6,4,100,5
26784,1001027784,6,4,100,5
26785,1001027785,6,4,100,5
26786,1001027786,6,4,100,5
26787,1001027787,6,4,100,5
26788,1001027788,6,4,100,5
26789,1001027789,6,4,100,5
26790,1001027790,6,4,100,5
26791,1001027791,6,4,100,5
26792,1001027792,6,4,100,5
26793,1001027793,6,4,100,5
26794,1001027794,6,4,100,5
26795,1001027795,6,4,100,5
26796,1001027796,6,4,100,5
26797,1001027797,6,4,100,5
26798,1001027798,6,4,100,5
26799,1001027799,6,4,100,5
26800,1001027800,6,4,100,5
26801,1001027801,6,4,100,5
26802,1001027802,6,4,100,5
26803,1001027803,6,4,100,5
26804,1001027804,6,4,100,5
26805,1001027805,6,4,100,5
26806,1001027806,6,4,100,5
26807,1001027807,6,4,100,5
26808,1001027808,6,4,100,5
26809,1001027809,6,4,100,5
26810,1001027810,6,4,100,5
26811,1001027811,6,4,100,5
26812,1001027812,6,4,100,5
26813,1001027813,6,4,100,5
26814,1001027814,6,4,100,5
26815,1001027815,6,4,100,5
26816,1001027816,6,4,100,5
26817,1001027817,6,4,100,5
26818,1001027818,6,4,100,5
26819,1001027819,6,4,100,5
26820,1001027820,6,4,100,5
26821,1001027821,6,4,100,5
26822,1001027822,6,4,100,5
26823,1001027823,6,4,100,5
26824,1001027824,6,4,100,5
26825,1001027825,6,4,100,5
26826,1001027826,6,4,100,5
26827,1001027827,6,4,100,5
26828,1001027828,6,4,100,5
26829,1001027829,6,4,100,5
26830,1001027830,6,4,100,5
26831,1001027831,6,4,100,5
26832,1001027832,6,4,100,5
26833,1001027833,6,4,100,5
26834,1001027834,6,4,100,5
26835,1001027835,6,4,100,5
26836,1001027836,6,4,100,5
26837,1001027837,6,4,100,5
26838,1001027838,6,4,100,5
26839,1001027839,6,4,100,5
26840,1001027840,6,4,100,5
26841,1001027841,6,4,100,5
26842,1001027842,6,4,100,5
26843,1001027843,6,4,100,5
26844,1001027844,6,4,100,5
26845,1001027845,6,4,100,5
26846,1001027846,6,4,100,5
26847,1001027847,6,4,100,5
26848,1001027848,6,4,100,5
26849,1001027849,6,4,100,5
26850,1001027850,6,4,100,5
26851,1001027851,6,4,100,5
26852,1001027852,6,4,100,5
26853,1001027853,6,4,100,5
26854,1001027854,6,4,100,5
26855,1001027855,6,4,100,5
26856,1001027856,6,4,100,5
26857,1001027857,6,4,100,5
26858,1001027858,6,4,100,5
26859,1001027859,6,4,100,5
26860,1001027860,6,4,100,5
26861,1001027861,6,4,100,5
26862,1001027862,6,4,100,5
26863,1001027863,6,4,100,5
26864,1001027864,6,4,100,5
26865,1001027865,6,4,100,5
26866,1001027866,6,4,100,5
26867,1001027867,6,4,100,5
26868,1001027868,6,4,100,5
26869,1001027869,6,4,100,5
26870,1001027870,6,4,100,5
26871,1001027871,6,4,100,5
26872,1001027872,6,4,100,5
26873,1001027873,6,4,100,5
26874,1001027874,6,4,100,5
26875,1001027875,6,4,100,5
26876,1001027876,6,4,100,5
26877,1001027877,6,4,100,5
26878,1001027878,6,4,100,5
26879,1001027879,6,4,100,5
26880,1001027880,6,4,100,5
26881,1001027881,6,4,100,5
26882,1001027882,6,4,100,5
26883,1001027883,6,4,100,5
26884,1001027884,6,4,100,5
26885,1001027885,6,4,100,5
26886,1001027886,6,4,100,5
26887,1001027887,6,4,100,5
26888,1001027888,6,4,100,5
26889,1001027889,6,4,100,5
26890,1001027890,6,4,100,5
26891,1001027891,6,4,100,5
26892,1001027892,6,4,100,5
26893,1001027893,6,4,100,5
26894,1001027894,6,4,100,5
26895,1001027895,6,4,100,5
26896,1001027896,6,4,100,5
26897,1001027897,6,4,100,5
26898,1001027898,6,4,100,5
26899,1001027899,6,4,100,5
26900,1001027900,6,4,100,5
26901,1001027901,6,4,100,5
26902,1001027902,6,4,100,5
26903,1001027903,6,4,100,5
26904,1001027904,6,4,100,5
26905,1001027905,6,4,100,5
26906,1001027906,6,4,100,5
26907,1001027907,6,4,100,5
26908,1001027908,6,4,100,5
26909,1001027909,6,4,100,5
26910,1001027910,6,4,100,5
26911,1001027911,6,4,100,5
26912,1001027912,6,4,100,5
26913,1001027913,6,4,100,5
26914,1001027914,6,4,100,5
26915,1001027915,6,4,100,5
26916,1001027916,6,4,100,5
26917,1001027917,6,4,100,5
26918,1001027918,6,4,100,5
26919,1001027919,6,4,100,5
26920,1001027920,6,4,100,5
26921,1001027921,6,4,100,5
26922,1001027922,6,4,100,5
26923,1001027923,6,4,100,5
26924,1001027924,6,4,100,5
26925,1001027925,6,4,100,5
26926,1001027926,6,4,100,5
26927,1001027927,6,4,100,5
26928,1001027928,6,4,100,5
26929,1001027929,6,4,100,5
26930,1001027930,6,4,100,5
26931,1001027931,6,4,100,5
26932,1001027932,6,4,100,5
26933,1001027933,6,4,100,5
26934,1001027934,6,4,100,5
26935,1001027935,6,4,100,5
26936,1001027936,6,4,100,5
26937,1001027937,6,4,100,5
26938,1001027938,6,4,100,5
26939,1001027939,6,4,100,5
26940,1001027940,6,4,100,5
26941,1001027941,6,4,100,5
26942,1001027942,6,4,100,5
26943,1001027943,6,4,100,5
26944,1001027944,6,4,100,5
26945,1001027945,6,4,100,5
26946,1001027946,6,4,100,5
26947,1001027947,6,4,100,5
26948,1001027948,6,4,100,5
26949,1001027949,6,4,100,5
26950,1001027950,6,4,100,5
26951,1001027951,6,4,100,5
26952,1001027952,6,4,100,5
26953,1001027953,6,4,100,5
26954,1001027954,6,4,100,5
26955,1001027955,6,4,100,5
26956,1001027956,6,4,100,5
26957,1001027957,6,4,100,5
26958,1001027958,6,4,100,5
26959,1001027959,6,4,100,5
26960,1001027960,6,4,100,5
26961,1001027961,6,4,100,5
26962,1001027962,6,4,100,5
26963,1001027963,6,4,100,5
26964,1001027964,6,4,100,5
26965,1001027965,6,4,100,5
26966,1001027966,6,4,100,5
26967,1001027967,6,4,100,5
26968,1001027968,6,4,100,5
26969,1001027969,6,4,100,5
26970,1001027970,6,4,100,5
26971,1001027971,6,4,100,5
26972,1001027972,6,4,100,5
26973,1001027973,6,4,100,5
26974,1001027974,6,4,100,5
26975,1001027975,6,4,100,5
26976,1001027976,6,4,100,5
26977,1001027977,6,4,100,5
26978,1001027978,6,4,100,5
26979,1001027979,6,4,100,5
26980,1001027980,6,4,100,5
26981,1001027981,6,4,100,5
26982,1001027982,6,4,100,5
26983,1001027983,6,4,100,5
26984,1001027984,6,4,100,5
26985,1001027985,6,4,100,5
26986,1001027986,6,4,100,5
26987,1001027987,6,4,100,5
26988,1001027988,6,4,100,5
26989,1001027989,6,4,100,5
26990,1001027990,6,4,100,5
26991,1001027991,6,4,100,5
26992,1001027992,6,4,100,5
26993,1001027993,6,4,100,5
26994,1001027994,6,4,100,5
26995,1001027995,6,4,100,5
26996,1001027996,6,4,100,5
26997,1001027997,6,4,100,5
26998,1001027998,6,4,100,5
26999,1001027999,6,4,100,5
27000,1001028000,6,4,100,5
27001,1001028001,6,4,100,5
27002,1001028002,6,4,100,5
27003,1001028003,6,4,100,5
27004,1001028004,6,4,100,5
27005,1001028005,6,4,100,5
27006,1001028006,6,4,100,5
27007,1001028007,6,4,100,5
27008,1001028008,6,4,100,5
27009,1001028009,6,4,100,5
27010,1001028010,6,4,100,5
27011,1001028011,6,4,100,5
27012,1001028012,6,4,100,5
27013,1001028013,6,4,100,5
27014,1001028014,6,4,100,5
27015,1001028015,6,4,100,5
27016,1001028016,6,4,100,5
27017,1001028017,6,4,100,5
27018,1001028018,6,4,100,5
27019,1001028019,6,4,100,5
27020,1001028020,6,4,100,5
27021,1001028021,6,4,100,5
27022,1001028022,6,4,100,5
27023,1001028023,6,4,100,5
27024,1001028024,6,4,100,5
27025,1001028025,6,4,100,5
27026,1001028026,6,4,100,5
27027,1001028027,6,4,100,5
27028,1001028028,6,4,100,5
27029,1001028029,6,4,100,5
27030,1001028030,6,4,100,5
27031,1001028031,6,4,100,5
27032,1001028032,6,4,100,5
27033,1001028033,6,4,100,5
27034,1001028034,6,4,100,5
27035,1001028035,6,4,100,5
27036,1001028036,6,4,100,5
27037,1001028037,6,4,100,5
27038,1001028038,6,4,100,5
27039,1001028039,6,4,100,5
27040,1001028040,6,4,100,5
27041,1001028041,6,4,100,5
27042,1001028042,6,4,100,5
27043,1001028043,6,4,100,5
27044,1001028044,6,4,100,5
27045,1001028045,6,4,100,5
27046,1001028046,6,4,100,5
27047,1001028047,6,4,100,5
27048,1001028048,6,4,100,5
27049,1001028049,6,4,100,5
27050,1001028050,6,4,100,5
27051,1001028051,6,4,100,5
27052,1001028052,6,4,100,5
27053,1001028053,6,4,100,5
27054,1001028054,6,4,100,5
27055,1001028055,6,4,100,5
27056,1001028056,6,4,100,5
27057,1001028057,6,4,100,5
27058,1001028058,6,4,100,5
